eeschema (2013-jul-07)-stable  >> Creation date: mån  3 aug 2015 11:24:03
#Cmp ( order = Reference )
| C1         1000uF      http://www.farnell.com/datasheets/1884702.pdf; kicad_lib:SMD_Cap_16x16.5; http://www.farnell.com/datasheets/1884702.pdf; EEEFK1H102AM; 1850136     ;             ;             ;             ;             ;             ;             
| 10k          R28       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R33       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R34       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R39       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R41       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R47       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| 10k          R48       ; Resistors_SMD:R_0805;             ; CR0805-FX-1002ELF; 612522      ;             ;             ;             ;             ;             ;             
| SN65HVD1050D U8        ; Housings_SOIC:SOIC-8_3.9x4.9mm_Pitch1.27mm; http://www.farnell.com/datasheets/1804905.pdf; 1220984     ; SN65HVD1050D;             ;             ;             ;             ;             ;             
| ITS5215L     U1        ; kicad_lib:PG-DSO-12-2; http://www.farnell.com/datasheets/85674.pdf; ITS5215L    ; 1426197     ;             ;             ;             ;             ;             ;             
| ITS5215L     U3        ; kicad_lib:PG-DSO-12-2;             ; 1426197     ;             ;             ;             ;             ;             ;             ;             
| ITS5215L     U4        ; kicad_lib:PG-DSO-12-2;             ; 1426197     ;             ;             ;             ;             ;             ;             ;             
| ITS5215L     U5        ; kicad_lib:PG-DSO-12-2;             ; 1426197     ;             ;             ;             ;             ;             ;             ;             
| LM2574M-5    U9        ; kicad_lib:SOIC14_W; http://www.farnell.com/datasheets/1896110.pdf; 9489908     ;             ;             ;             ;             ;             ;             ;             
| Teensy3.1    U10       ; kicad_lib:teensy3.1_w_underside; https://www.pjrc.com/teensy/pinout.html; Teensy3.1   ; 2430007     ;             ;             ;             ;             ;             ;             
| BTS6133D     U2        ; SMD_Packages:DPAK-5; http://www.farnell.com/datasheets/85594.pdf; 1440811     ; BTS6133D    ;             ;             ;             ;             ;             ;             
| LM224        U6        ; SMD_Packages:SOIC-14_N; http://www.farnell.com/datasheets/81842.pdf; LM224DR2G   ; 1426352     ;             ;             ;             ;             ;             ;             
| LM224        U7        ; SMD_Packages:SOIC-14_N; http://www.farnell.com/datasheets/81842.pdf; LM224DR2G   ; 1426352     ;             ;             ;             ;             ;             ;             
| 14V          VR1       ; Resistors_SMD:R_1206_HandSoldering; http://www.farnell.com/datasheets/1228202.pdf; V14MLA1206NHAUTO; 1863849     ;             ;             ;             ;             ;             ;             
#End Cmp

#End List
